shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
SA_R1,9.0604889,-79.4397497,535,2614.51
SA_R1,9.0605228,-79.4397188,536,2619.58
SA_R1,9.0605577,-79.4396817,537,2625.21
SA_R1,9.0605921,-79.4396438,538,2630.86
SA_R1,9.060626,-79.4395925,539,2637.64
SA_R1,9.060678,-79.4395293,540,2646.67
SA_R1,9.0607337,-79.4394601,541,2656.48
SA_R1,9.0607875,-79.4393922,542,2666.04
SA_R1,9.0608456,-79.4393257,543,2675.78
SA_R1,9.0609093,-79.4392569,544,2686.14
SA_R1,9.060977,-79.4391836,545,2697.16
SA_R1,9.0610467,-79.439108,546,2708.51
SA_R1,9.0611172,-79.4390339,547,2719.81
SA_R1,9.061185,-79.4389577,548,2731.08
SA_R1,9.0612507,-79.4388829,549,2742.07
SA_R1,9.0613147,-79.4388043,550,2753.25
SA_R1,9.0613865,-79.4387225,551,2765.27
SA_R1,9.0614551,-79.4386476,552,2776.49
SA_R1,9.0615183,-79.4385769,553,2786.96
SA_R1,9.0615821,-79.4385092,554,2797.24
SA_R1,9.0616464,-79.4384421,555,2807.5
SA_R1,9.061702,-79.4383734,556,2817.25
SA_R1,9.0617625,-79.4383081,557,2827.09
SA_R1,9.0618197,-79.4382397,558,2836.94
SA_R1,9.0618767,-79.4381768,559,2846.31
SA_R1,9.0619319,-79.4381097,560,2855.9
SA_R1,9.0619929,-79.438049,561,2865.41
SA_R1,9.062047,-79.4379885,562,2874.37
SA_R1,9.062097,-79.4379275,563,2883.08
SA_R1,9.0621493,-79.4378673,564,2891.87
SA_R1,9.0621985,-79.4378117,565,2900.08
SA_R1,9.0622473,-79.43776,566,2907.92
SA_R1,9.0623011,-79.437715,567,2915.69
SA_R1,9.0623504,-79.4376866,568,2921.99
SA_R1,9.0623951,-79.437674,569,2927.15
SA_R1,9.0624355,-79.4376675,570,2931.7
SA_R1,9.0624774,-79.4376604,571,2936.43
SA_R1,9.0625103,-79.4376556,572,2940.13
SA_R1,9.0625304,-79.4376536,573,2942.37
SA_R1,9.0625409,-79.4376542,574,2943.54
SA_R1,9.0625388,-79.4376589,575,2944.1
SA_R1,9.0625388,-79.4376589,576,2944.1
SA_R1,9.0625388,-79.4376589,577,2944.1
SA_R1,9.0625388,-79.4376589,578,2944.1
SA_R1,9.0625388,-79.4376589,579,2944.1
SA_R1,9.0625381,-79.43766,580,2944.25
SA_R1,9.0625359,-79.4376639,581,2944.74
SA_R1,9.0625406,-79.4376637,582,2945.26
SA_R1,9.0625572,-79.4376639,583,2947.11
SA_R1,9.0625795,-79.4376583,584,2949.67
SA_R1,9.0626048,-79.437657,585,2952.49
SA_R1,9.0626406,-79.4376513,586,2956.52
SA_R1,9.0626819,-79.4376412,587,2961.24
SA_R1,9.0627308,-79.4376398,588,2966.68
SA_R1,9.062785,-79.4376466,589,2972.75
SA_R1,9.0628419,-79.4376633,590,2979.34
SA_R1,9.0628903,-79.4376865,591,2985.3
SA_R1,9.0629455,-79.4377128,592,2992.07
SA_R1,9.0630045,-79.4377412,593,2999.34
SA_R1,9.0630679,-79.4377625,594,3006.77
SA_R1,9.0631382,-79.4377947,595,3015.34
SA_R1,9.063214,-79.4378301,596,3024.64
SA_R1,9.0632953,-79.4378684,597,3034.61
SA_R1,9.0633698,-79.4379047,598,3043.8
SA_R1,9.0634415,-79.4379382,599,3052.58
SA_R1,9.063516,-79.4379791,600,3062.0
SA_R1,9.0635869,-79.4380136,601,3070.75
SA_R1,9.063663,-79.4380509,602,3080.15
SA_R1,9.0637368,-79.4380829,603,3089.07
SA_R1,9.0638044,-79.4381237,604,3097.82
SA_R1,9.0638686,-79.4381512,605,3105.57
SA_R1,9.0639298,-79.4381796,606,3113.07
SA_R1,9.0639911,-79.438211,607,3120.7
SA_R1,9.0640533,-79.4382396,608,3128.3
SA_R1,9.064105,-79.4382614,609,3134.52
SA_R1,9.0641421,-79.4382808,610,3139.16
SA_R1,9.0641693,-79.4382977,611,3142.71
SA_R1,9.0641872,-79.4383027,612,3144.77
SA_R1,9.0641949,-79.4383014,613,3145.64
SA_R1,9.0641945,-79.4382978,614,3146.04
SA_R1,9.0641945,-79.4382978,615,3146.04
SA_R1,9.0641945,-79.4382978,616,3146.04
SA_R1,9.0641945,-79.4382978,617,3146.04
SA_R1,9.0641945,-79.4382978,618,3146.04
SA_R1,9.0641945,-79.4382978,619,3146.04
SA_R1,9.0641945,-79.4382978,620,3146.04
SA_R1,9.0641945,-79.4382978,621,3146.04
SA_R1,9.0641945,-79.4382978,622,3146.04
SA_R1,9.0641945,-79.4382978,623,3146.04
SA_R1,9.0641945,-79.4382978,624,3146.04
SA_R1,9.0641945,-79.4382978,625,3146.04
SA_R1,9.0641945,-79.4382978,626,3146.04
SA_R1,9.0641945,-79.4382978,627,3146.04
SA_R1,9.0641945,-79.4382978,628,3146.04
SA_R1,9.0641945,-79.4382978,629,3146.04
SA_R1,9.0641973,-79.4383029,630,3146.69
SA_R1,9.0642144,-79.438316,631,3149.07
SA_R1,9.0642328,-79.4383344,632,3151.95
SA_R1,9.0642629,-79.4383552,633,3156.0
SA_R1,9.0643003,-79.4383765,634,3160.77
SA_R1,9.0643431,-79.4384042,635,3166.41
SA_R1,9.0643927,-79.4384244,636,3172.36
SA_R1,9.0644475,-79.4384573,637,3179.44
SA_R1,9.0645214,-79.438494,638,3188.59
SA_R1,9.0646063,-79.4385315,639,3198.89
SA_R1,9.0646929,-79.4385699,640,3209.41
SA_R1,9.0647845,-79.4386107,641,3220.53
SA_R1,9.0648723,-79.4386549,642,3231.44
SA_R1,9.0649609,-79.4387008,643,3242.51
SA_R1,9.0650464,-79.4387406,644,3252.97
SA_R1,9.0651222,-79.4387868,645,3262.81
SA_R1,9.0652001,-79.4388323,646,3272.8
SA_R1,9.0652832,-79.4388631,647,3282.64
SA_R1,9.0653673,-79.4388988,648,3292.79
SA_R1,9.0654614,-79.4389125,649,3303.35
SA_R1,9.0655631,-79.4389222,650,3314.71
SA_R1,9.0656703,-79.4389253,651,3326.64
SA_R1,9.0657762,-79.4389319,652,3338.44
SA_R1,9.0658841,-79.4389393,653,3350.46
SA_R1,9.0659867,-79.4389406,654,3361.87
SA_R1,9.0660906,-79.4389381,655,3373.43
SA_R1,9.0661911,-79.4389292,656,3384.65
SA_R1,9.0662879,-79.4389255,657,3395.41
SA_R1,9.0663773,-79.4389203,658,3405.37
SA_R1,9.0664602,-79.4389244,659,3414.6
SA_R1,9.0665472,-79.4389358,660,3424.35
SA_R1,9.0666259,-79.4389439,661,3433.15
SA_R1,9.0666967,-79.4389515,662,3441.08
SA_R1,9.0667472,-79.4389548,663,3446.7
SA_R1,9.0667805,-79.4389581,664,3450.41
SA_R1,9.0667977,-79.4389627,665,3452.4
SA_R1,9.0667975,-79.4389623,666,3452.44
SA_R1,9.0667975,-79.4389623,667,3452.44
SA_R1,9.0667975,-79.4389623,668,3452.44
SA_R1,9.0667975,-79.4389623,669,3452.44
SA_R1,9.0667975,-79.4389623,670,3452.44
SA_R1,9.0667975,-79.4389623,671,3452.44
SA_R1,9.0667975,-79.4389623,672,3452.44
SA_R1,9.0667975,-79.4389623,673,3452.44
SA_R1,9.0667975,-79.4389623,674,3452.44
SA_R1,9.0667975,-79.4389623,675,3452.44
SA_R1,9.0667975,-79.4389623,676,3452.44
SA_R1,9.0667975,-79.4389623,677,3452.44
SA_R1,9.0667988,-79.4389645,678,3452.72
SA_R1,9.0668106,-79.438965,679,3454.04
SA_R1,9.0668263,-79.4389677,680,3455.81
SA_R1,9.0668491,-79.4389733,681,3458.42
SA_R1,9.0668855,-79.4389894,682,3462.84
SA_R1,9.0669349,-79.4390061,683,3468.62
SA_R1,9.0669747,-79.4390246,684,3473.5
SA_R1,9.0670094,-79.4390385,685,3477.64
SA_R1,9.0670426,-79.4390517,686,3481.61
SA_R1,9.0670742,-79.4390676,687,3485.53
SA_R1,9.0671104,-79.4390834,688,3489.92
SA_R1,9.0671505,-79.4391029,689,3494.86
SA_R1,9.0671981,-79.4391179,690,3500.4
SA_R1,9.0672584,-79.4391441,691,3507.7
SA_R1,9.0673235,-79.439171,692,3515.52
SA_R1,9.0673924,-79.4391985,693,3523.76
SA_R1,9.0674638,-79.4392303,694,3532.42
SA_R1,9.0675446,-79.4392654,695,3542.2
SA_R1,9.0676309,-79.4393029,696,3552.65
SA_R1,9.0677171,-79.439334,697,3562.82
SA_R1,9.0678031,-79.4393622,698,3572.88
SA_R1,9.0678909,-79.4393799,699,3582.83
SA_R1,9.0679823,-79.4393871,700,3593.02
SA_R1,9.0680783,-79.4393986,701,3603.77
SA_R1,9.0681778,-79.4394035,702,3614.85
SA_R1,9.0682703,-79.4394081,703,3625.15
SA_R1,9.0683613,-79.4394156,704,3635.3
SA_R1,9.0684426,-79.4394177,705,3644.33
SA_R1,9.068522,-79.4394269,706,3653.23
SA_R1,9.0686009,-79.4394342,707,3662.03
SA_R1,9.0686864,-79.4394399,708,3671.57
SA_R1,9.0687707,-79.439451,709,3681.01
SA_R1,9.0688571,-79.4394605,710,3690.67
SA_R1,9.0689495,-79.4394775,711,3701.13
SA_R1,9.0690314,-79.4394956,712,3710.44
SA_R1,9.0691138,-79.4395306,713,3720.38
SA_R1,9.0691853,-79.4395761,714,3729.77
SA_R1,9.069245,-79.4396373,715,3739.21
SA_R1,9.0692912,-79.4396948,716,3747.36
SA_R1,9.0693384,-79.439754,717,3755.71
SA_R1,9.0693709,-79.4398074,718,3762.6
SA_R1,9.0694088,-79.4398659,719,3770.28
SA_R1,9.0694472,-79.4399294,720,3778.45
SA_R1,9.06949,-79.4399875,721,3786.42
SA_R1,9.0695346,-79.4400485,722,3794.74
SA_R1,9.0695787,-79.4401152,723,3803.56
SA_R1,9.0696274,-79.4401859,724,3813.03
SA_R1,9.0696822,-79.4402613,725,3823.31
SA_R1,9.0697371,-79.4403441,726,3834.26
SA_R1,9.0697894,-79.4404317,727,3845.5
SA_R1,9.0698476,-79.4405158,728,3856.78
SA_R1,9.0699035,-79.44061,729,3868.84
SA_R1,9.069963,-79.4407101,730,3881.68
SA_R1,9.0700232,-79.4408016,731,3893.75
SA_R1,9.0700838,-79.4408947,732,3905.99
SA_R1,9.0701429,-79.440986,733,3917.98
SA_R1,9.0701985,-79.4410694,734,3929.03
SA_R1,9.0702521,-79.441154,735,3940.07
SA_R1,9.0703046,-79.4412371,736,3950.9
SA_R1,9.070357,-79.4413198,737,3961.69
SA_R1,9.0704016,-79.4413949,738,3971.3
SA_R1,9.0704429,-79.4414565,739,3979.48
SA_R1,9.0704752,-79.4415018,740,3985.62
SA_R1,9.0704963,-79.4415375,741,3990.19
SA_R1,9.0705108,-79.441554,742,3992.61
SA_R1,9.0705158,-79.4415683,743,3994.27
SA_R1,9.0705148,-79.4415671,744,3994.44
SA_R1,9.0705148,-79.4415671,745,3994.44
SA_R1,9.0705148,-79.4415671,746,3994.44
SA_R1,9.0705148,-79.4415671,747,3994.44
SA_R1,9.0705148,-79.4415671,748,3994.44
SA_R1,9.0705148,-79.4415671,749,3994.44
SA_R1,9.0705148,-79.4415671,750,3994.44
SA_R1,9.0705148,-79.4415671,751,3994.44
SA_R1,9.0705148,-79.4415671,752,3994.44
SA_R1,9.0705148,-79.4415671,753,3994.44
SA_R1,9.0705133,-79.4415654,754,3994.69
SA_R1,9.0705199,-79.4415769,755,3996.15
SA_R1,9.0705267,-79.4415963,756,3998.41
SA_R1,9.0705365,-79.4416176,757,4000.99
SA_R1,9.0705503,-79.4416431,758,4004.19
SA_R1,9.0705608,-79.4416736,759,4007.72
SA_R1,9.0705709,-79.4417047,760,4011.33
SA_R1,9.0705835,-79.4417344,761,4014.88
SA_R1,9.0705952,-79.441768,762,4018.79
SA_R1,9.0706131,-79.4418092,763,4023.73
SA_R1,9.0706292,-79.4418555,764,4029.12
SA_R1,9.0706424,-79.4419025,765,4034.49
SA_R1,9.0706506,-79.44195,766,4039.78
SA_R1,9.0706631,-79.4419973,767,4045.15
SA_R1,9.0706719,-79.4420389,768,4049.83
SA_R1,9.0706753,-79.4420773,769,4054.06
SA_R1,9.0706794,-79.4421112,770,4057.81
SA_R1,9.0706859,-79.4421415,771,4061.22
SA_R1,9.0706902,-79.4421719,772,4064.58
SA_R1,9.0706943,-79.4422042,773,4068.17
SA_R1,9.0706967,-79.4422258,774,4070.55
SA_R1,9.0707,-79.4422511,775,4073.35
SA_R1,9.0707083,-79.4422761,776,4076.24
SA_R1,9.0707138,-79.4422976,777,4078.68
SA_R1,9.0707223,-79.4423237,778,4081.71
SA_R1,9.070728,-79.4423507,779,4084.74
SA_R1,9.0707377,-79.4423819,780,4088.33
SA_R1,9.0707529,-79.4424132,781,4092.16
SA_R1,9.0707773,-79.4424496,782,4096.98
SA_R1,9.0708189,-79.4424864,783,4103.13
SA_R1,9.0708708,-79.4425166,784,4109.79
SA_R1,9.0709163,-79.4425625,785,4116.92
SA_R1,9.0709625,-79.4426073,786,4124.04
SA_R1,9.0710039,-79.4426579,787,4131.25
SA_R1,9.0710471,-79.4426991,788,4137.86
SA_R1,9.0710948,-79.4427292,789,4144.1
SA_R1,9.071152,-79.4427446,790,4150.69
SA_R1,9.0712253,-79.4427508,791,4158.86
SA_R1,9.0713062,-79.4427512,792,4167.86
SA_R1,9.0713902,-79.4427512,793,4177.2
SA_R1,9.0714778,-79.4427508,794,4186.94
SA_R1,9.0715704,-79.4427469,795,4197.24
SA_R1,9.0716675,-79.4427509,796,4208.05
SA_R1,9.0717631,-79.4427581,797,4218.71
SA_R1,9.0718557,-79.4427635,798,4229.02
SA_R1,9.071947,-79.4427707,799,4239.21
SA_R1,9.0720338,-79.442778,800,4248.9
SA_R1,9.0721024,-79.4427832,801,4256.54
SA_R1,9.0721598,-79.4427884,802,4262.95
SA_R1,9.0722059,-79.4427929,803,4268.1
SA_R1,9.0722495,-79.4427954,804,4272.96
SA_R1,9.0722817,-79.4427967,805,4276.54
SA_R1,9.0723155,-79.442797,806,4280.3
SA_R1,9.0723566,-79.4428056,807,4284.97
SA_R1,9.0724019,-79.4428168,808,4290.15
SA_R1,9.0724494,-79.4428194,809,4295.44
SA_R1,9.0725047,-79.4428196,810,4301.59
SA_R1,9.0725656,-79.4428247,811,4308.39
SA_R1,9.0726339,-79.44283,812,4316.0
SA_R1,9.0727141,-79.4428319,813,4324.92
SA_R1,9.072795,-79.4428393,814,4333.96
SA_R1,9.0728746,-79.4428473,815,4342.85
SA_R1,9.0729629,-79.4428528,816,4352.68
SA_R1,9.07305,-79.4428637,817,4362.44
SA_R1,9.0731283,-79.4428703,818,4371.17
SA_R1,9.073202,-79.4428778,819,4379.42
SA_R1,9.0732776,-79.4428802,820,4387.83
SA_R1,9.0733609,-79.4428814,821,4397.08
SA_R1,9.0734267,-79.4428854,822,4404.41
SA_R1,9.0734791,-79.4428871,823,4410.25
SA_R1,9.0735187,-79.4428943,824,4414.72
SA_R1,9.0735466,-79.4428949,825,4417.82
SA_R1,9.0735745,-79.4428921,826,4420.94
SA_R1,9.0736029,-79.4428864,827,4424.16
SA_R1,9.0736386,-79.4428858,828,4428.14
SA_R1,9.0736839,-79.4428984,829,4433.35
SA_R1,9.0737435,-79.4429015,830,4439.99
SA_R1,9.0738077,-79.4429065,831,4447.15
SA_R1,9.0738852,-79.4429147,832,4455.82
SA_R1,9.0739573,-79.4429172,833,4463.84
SA_R1,9.0740213,-79.44292,834,4470.96
SA_R1,9.0740774,-79.4429163,835,4477.21
SA_R1,9.0741281,-79.4429114,836,4482.88
SA_R1,9.0741749,-79.4429092,837,4488.08
SA_R1,9.0742226,-79.4429087,838,4493.38
SA_R1,9.0742619,-79.4429053,839,4497.77
SA_R1,9.074287,-79.4429079,840,4500.58
SA_R1,9.0742988,-79.4429077,841,4501.9
SA_R1,9.0743004,-79.442904,842,4502.34
SA_R1,9.0742979,-79.4429047,843,4502.62
SA_R1,9.0742979,-79.4429047,844,4502.62
SA_R1,9.0742979,-79.4429047,845,4502.62
SA_R1,9.0742979,-79.4429047,846,4502.62
SA_R1,9.0742979,-79.4429047,847,4502.62
SA_R1,9.0742979,-79.4429047,848,4502.62
SA_R1,9.0742979,-79.4429047,849,4502.62
SA_R1,9.0742979,-79.4429047,850,4502.62
SA_R1,9.0742979,-79.4429047,851,4502.62
SA_R1,9.0742979,-79.4429047,852,4502.62
SA_R1,9.0742979,-79.4429047,853,4502.62
SA_R1,9.0743017,-79.4429039,854,4503.05
SA_R1,9.0743153,-79.4429038,855,4504.57
SA_R1,9.0743326,-79.4429054,856,4506.5
SA_R1,9.074356,-79.4429104,857,4509.15
SA_R1,9.0743911,-79.4429164,858,4513.11
SA_R1,9.0744463,-79.442928,859,4519.38
SA_R1,9.0745171,-79.4429346,860,4527.28
SA_R1,9.0745882,-79.4429391,861,4535.21
SA_R1,9.0746613,-79.4429422,862,4543.34
SA_R1,9.0747408,-79.4429489,863,4552.22
SA_R1,9.0748152,-79.4429537,864,4560.51
SA_R1,9.0748852,-79.4429596,865,4568.31
SA_R1,9.0749491,-79.4429587,866,4575.42
SA_R1,9.0749957,-79.4429655,867,4580.66
SA_R1,9.0750233,-79.4429627,868,4583.74
SA_R1,9.0750476,-79.4429638,869,4586.45
SA_R1,9.0750801,-79.442963,870,4590.06
SA_R1,9.0751176,-79.4429621,871,4594.23
SA_R1,9.0751564,-79.4429638,872,4598.55
SA_R1,9.0752061,-79.4429665,873,4604.09
SA_R1,9.075261,-79.442976,874,4610.28
SA_R1,9.0753316,-79.4429963,875,4618.44
SA_R1,9.0753936,-79.4430217,876,4625.87
SA_R1,9.0754657,-79.4430405,877,4634.15
SA_R1,9.07554,-79.4430572,878,4642.62
SA_R1,9.0756234,-79.4430643,879,4651.92
SA_R1,9.0757105,-79.4430722,880,4661.65
SA_R1,9.0758026,-79.4430847,881,4671.98
SA_R1,9.0759009,-79.4431077,882,4683.2
SA_R1,9.0760062,-79.4431357,883,4695.3
SA_R1,9.0761077,-79.4431624,884,4706.97
SA_R1,9.0762092,-79.4431862,885,4718.55
SA_R1,9.0763127,-79.4432119,886,4730.4
SA_R1,9.0763956,-79.4432347,887,4739.95
SA_R1,9.0764698,-79.4432532,888,4748.45
SA_R1,9.0765425,-79.4432653,889,4756.64
SA_R1,9.0766137,-79.4432798,890,4764.72
SA_R1,9.0766733,-79.4433013,891,4771.75
SA_R1,9.0767215,-79.4433164,892,4777.37
SA_R1,9.0767606,-79.4433286,893,4781.91
SA_R1,9.0767734,-79.4433343,894,4783.46
SA_R1,9.0767715,-79.4433359,895,4783.75
SA_R1,9.0767749,-79.4433429,896,4784.6
SA_R1,9.0767751,-79.443343,897,4784.63
SA_R1,9.0767751,-79.443343,898,4784.63
SA_R1,9.0767751,-79.443343,899,4784.63
SA_R1,9.0767751,-79.443343,900,4784.63
SA_R1,9.0767751,-79.443343,901,4784.63
SA_R1,9.0767751,-79.443343,902,4784.63
SA_R1,9.0767751,-79.443343,903,4784.63
SA_R1,9.0767751,-79.443343,904,4784.63
SA_R1,9.0767751,-79.443343,905,4784.63
SA_R1,9.0767751,-79.443343,906,4784.63
SA_R1,9.0767756,-79.4433441,907,4784.76
SA_R1,9.0767793,-79.4433448,908,4785.19
SA_R1,9.0767952,-79.4433504,909,4787.05
SA_R1,9.0768185,-79.4433658,910,4790.14
SA_R1,9.0768456,-79.443377,911,4793.4
SA_R1,9.0768849,-79.4434026,912,4798.6
SA_R1,9.0769382,-79.4434349,913,4805.5
SA_R1,9.0769867,-79.4434711,914,4812.21
SA_R1,9.0770405,-79.4435106,915,4819.6
SA_R1,9.0770942,-79.4435605,916,4827.7
SA_R1,9.0771475,-79.4436056,917,4835.42
SA_R1,9.0772042,-79.443668,918,4844.74
SA_R1,9.0772564,-79.4437487,919,4855.33
SA_R1,9.077302,-79.443831,920,4865.69
SA_R1,9.0773312,-79.4439148,921,4875.45
SA_R1,9.0773541,-79.4439909,922,4884.18
SA_R1,9.0773672,-79.4440735,923,4893.36
SA_R1,9.0773745,-79.44417,924,4904.0
SA_R1,9.0773742,-79.4442678,925,4914.74
SA_R1,9.0773541,-79.4443667,926,4925.82
SA_R1,9.0773216,-79.4444531,927,4935.97
SA_R1,9.0772843,-79.4445398,928,4946.36
SA_R1,9.0772341,-79.4446143,929,4956.26
SA_R1,9.0771739,-79.4446876,930,4966.73
SA_R1,9.0770999,-79.4447548,931,4977.78
SA_R1,9.0770268,-79.4448171,932,4988.41
SA_R1,9.0769477,-79.4448661,933,4998.72
SA_R1,9.0768657,-79.4449062,934,5008.84
SA_R1,9.0767749,-79.4449413,935,5019.65
SA_R1,9.0766684,-79.4449564,936,5031.61
SA_R1,9.0765567,-79.4449642,937,5044.06
SA_R1,9.0764428,-79.4449632,938,5056.72
SA_R1,9.0763389,-79.4449507,939,5068.36
SA_R1,9.0762328,-79.4449389,940,5080.23
SA_R1,9.0761269,-79.4449281,941,5092.06
SA_R1,9.076026,-79.4449236,942,5103.29
SA_R1,9.0759353,-79.4449218,943,5113.38
SA_R1,9.0758562,-79.4449187,944,5122.18
SA_R1,9.0757906,-79.4449216,945,5129.48
SA_R1,9.0757393,-79.4449234,946,5135.19
SA_R1,9.0756943,-79.4449229,947,5140.19
SA_R1,9.0756669,-79.4449209,948,5143.25
SA_R1,9.075657,-79.4449234,949,5144.39
SA_R1,9.0756547,-79.4449248,950,5144.68
SA_R1,9.0756566,-79.4449233,951,5144.95
SA_R1,9.0756567,-79.4449233,952,5144.95
SA_R1,9.0756567,-79.4449233,953,5144.95
SA_R1,9.0756567,-79.4449233,954,5144.95
SA_R1,9.0756567,-79.4449233,955,5144.95
SA_R1,9.0756567,-79.4449233,956,5144.95
SA_R1,9.0756552,-79.4449212,957,5145.23
SA_R1,9.0756539,-79.4449199,958,5145.44
SA_R1,9.0756539,-79.4449199,959,5145.44
SA_R1,9.0756539,-79.4449199,960,5145.44
SA_R1,9.0756539,-79.4449199,961,5145.44
SA_R1,9.0756434,-79.4449197,962,5146.61
SA_R1,9.0756291,-79.4449213,963,5148.21
SA_R1,9.0756059,-79.4449229,964,5150.78
SA_R1,9.0755777,-79.4449262,965,5153.95
SA_R1,9.0755381,-79.4449295,966,5158.36
SA_R1,9.0754797,-79.4449374,967,5164.91
SA_R1,9.0754148,-79.4449469,968,5172.21
SA_R1,9.07534,-79.444962,969,5180.69
SA_R1,9.0752656,-79.4449687,970,5189.0
SA_R1,9.0751863,-79.4449707,971,5197.81
SA_R1,9.075105,-79.4449713,972,5206.85
SA_R1,9.075006,-79.4449768,973,5217.88
SA_R1,9.0748959,-79.444968,974,5230.16
SA_R1,9.074781,-79.4449559,975,5243.0
SA_R1,9.074661,-79.4449417,976,5256.44
SA_R1,9.0745545,-79.4449283,977,5268.37
SA_R1,9.0744453,-79.4449182,978,5280.57
SA_R1,9.0743485,-79.4449076,979,5291.39
SA_R1,9.0742614,-79.444903,980,5301.09
SA_R1,9.0741817,-79.4448946,981,5310.0
SA_R1,9.074121,-79.4448851,982,5316.83
SA_R1,9.0740714,-79.4448738,983,5322.48
SA_R1,9.0740494,-79.4448793,984,5325.0
SA_R1,9.0740512,-79.4448804,985,5325.23
SA_R1,9.0740597,-79.4448775,986,5326.23
SA_R1,9.0740597,-79.4448775,987,5326.23
SA_R1,9.0740597,-79.4448775,988,5326.23
SA_R1,9.0740597,-79.4448775,989,5326.23
SA_R1,9.0740597,-79.4448775,990,5326.23
SA_R1,9.0740597,-79.4448775,991,5326.23
SA_R1,9.0740597,-79.4448775,992,5326.23
SA_R1,9.0740597,-79.4448775,993,5326.23
SA_R1,9.0740597,-79.4448775,994,5326.23
SA_R1,9.0740537,-79.4448813,995,5327.01
SA_R1,9.0740474,-79.4448772,996,5327.85
SA_R1,9.0740322,-79.4448775,997,5329.54
SA_R1,9.074011,-79.4448765,998,5331.9
SA_R1,9.0739814,-79.4448761,999,5335.19
SA_R1,9.0739514,-79.4448745,1000,5338.53
SA_R1,9.0739205,-79.4448766,1001,5341.98
SA_R1,9.0738848,-79.4448757,1002,5345.95
SA_R1,9.073849,-79.4448767,1003,5349.93
SA_R1,9.0738135,-79.4448775,1004,5353.88
SA_R1,9.0737787,-79.4448741,1005,5357.76
SA_R1,9.0737456,-79.4448683,1006,5361.5
SA_R1,9.0737141,-79.4448655,1007,5365.01
SA_R1,9.0736919,-79.4448662,1008,5367.48
SA_R1,9.0736712,-79.4448669,1009,5369.78
SA_R1,9.073655,-79.4448625,1010,5371.65
SA_R1,9.073633,-79.4448594,1011,5374.12
SA_R1,9.0736075,-79.4448601,1012,5376.96
SA_R1,9.0735806,-79.4448568,1013,5379.97
SA_R1,9.0735561,-79.4448565,1014,5382.69
SA_R1,9.0735339,-79.4448567,1015,5385.17
SA_R1,9.0735055,-79.4448572,1016,5388.32
SA_R1,9.0734725,-79.4448541,1017,5392.01
SA_R1,9.0734356,-79.4448443,1018,5396.25
SA_R1,9.0734029,-79.4448403,1019,5399.91
SA_R1,9.0733656,-79.4448343,1020,5404.11
SA_R1,9.0733275,-79.4448304,1021,5408.37
SA_R1,9.0732904,-79.4448324,1022,5412.5
SA_R1,9.0732498,-79.4448344,1023,5417.01
SA_R1,9.0732062,-79.4448414,1024,5421.93
SA_R1,9.073163,-79.4448516,1025,5426.86
SA_R1,9.0731187,-79.4448599,1026,5431.87
SA_R1,9.073078,-79.4448657,1027,5436.43
SA_R1,9.0730455,-79.4448786,1028,5440.32
SA_R1,9.0730108,-79.4448885,1029,5444.33
SA_R1,9.0729707,-79.4449012,1030,5449.0
SA_R1,9.072927,-79.4449219,1031,5454.36
SA_R1,9.0728932,-79.4449358,1032,5458.42
SA_R1,9.072866,-79.4449497,1033,5461.81
SA_R1,9.0728321,-79.444964,1034,5465.89
SA_R1,9.0727953,-79.4449715,1035,5470.07
SA_R1,9.0727637,-79.44498,1036,5473.71
SA_R1,9.0727322,-79.4449911,1037,5477.41
SA_R1,9.0726984,-79.4450022,1038,5481.36
SA_R1,9.0726663,-79.4450097,1039,5485.02
SA_R1,9.0726349,-79.4450159,1040,5488.59
SA_R1,9.0726018,-79.4450249,1041,5492.4
SA_R1,9.0725695,-79.4450349,1042,5496.15
SA_R1,9.0725404,-79.4450417,1043,5499.47
SA_R1,9.0725164,-79.4450465,1044,5502.19
SA_R1,9.072499,-79.4450503,1045,5504.17
SA_R1,9.0724867,-79.4450526,1046,5505.56
SA_R1,9.0724761,-79.4450557,1047,5506.79
SA_R1,9.0724652,-79.4450575,1048,5508.02
SA_R1,9.0724531,-79.4450564,1049,5509.37
SA_R1,9.0724428,-79.4450569,1050,5510.52
SA_R1,9.072426,-79.4450624,1051,5512.48
SA_R1,9.0724135,-79.4450666,1052,5513.94
SA_R1,9.0723954,-79.4450821,1053,5516.58
SA_R1,9.0723773,-79.4450837,1054,5518.6
SA_R1,9.072354,-79.445089,1055,5521.26
SA_R1,9.0723317,-79.4450934,1056,5523.78
SA_R1,9.0723057,-79.4450945,1057,5526.68
SA_R1,9.0722775,-79.4450967,1058,5529.82
SA_R1,9.0722453,-79.4451,1059,5533.42
SA_R1,9.0722171,-79.4451014,1060,5536.56
SA_R1,9.0721853,-79.4451022,1061,5540.09
SA_R1,9.0721573,-79.4451006,1062,5543.21
SA_R1,9.0721304,-79.445101,1063,5546.2
SA_R1,9.0721052,-79.4450997,1064,5549.01
SA_R1,9.072081,-79.4450993,1065,5551.7
SA_R1,9.0720634,-79.4450904,1066,5553.89
SA_R1,9.072054,-79.445086,1067,5555.04
SA_R1,9.0720466,-79.4450825,1068,5555.95
SA_R1,9.0720437,-79.4450832,1069,5556.28
SA_R1,9.0720439,-79.4450767,1070,5556.99
SA_R1,9.0720442,-79.4450765,1071,5557.03
